,ID,duration,wav,start,stop,spk_id,label
1566213,id10171--OuNwvNCJZxc--00004_0_300,4.6400625,id10171/OuNwvNCJZxc/00004.wav,0,48000,id10171,1.0
757734,id10582--UAW6GjKWM_M--00004_0_300,5.4000625,id10582/UAW6GjKWM_M/00004.wav,0,48000,id10582,1.0
290145,id10371--As6mA6iabAc--00025_0_300,4.0400625,id10371/As6mA6iabAc/00025.wav,0,48000,id10371,1.0
1693449,id10242--FRh6oVGhYUc--00007_0_300,4.4800625,id10242/FRh6oVGhYUc/00007.wav,0,48000,id10242,1.0
2165042,id11156--sFS_G0yHZnk--00001_300_600,6.7600625,id11156/sFS_G0yHZnk/00001.wav,48000,96000,id11156,1.0
776419,id10444--xfykcaJ0FoE--00002_0_300,17.4800625,id10444/xfykcaJ0FoE/00002.wav,0,48000,id10444,1.0
1525494,id10161--6cRnyUtIbJw--00019_300_600,6.1600625,id10161/6cRnyUtIbJw/00019.wav,48000,96000,id10161,1.0
1279471,id11199--tvfx-OlFisE--00016_300_600,14.8000625,id11199/tvfx-OlFisE/00016.wav,48000,96000,id11199,1.0
866648,id10674--zJesyqD9Dx8--00001_300_600,7.9600625,id10674/zJesyqD9Dx8/00001.wav,48000,96000,id10674,1.0
753059,id10252--I3TGi0YB4CU--00002_300_600,13.8000625,id10252/I3TGi0YB4CU/00002.wav,48000,96000,id10252,1.0
539884,id11111--G2QZRjUB_VM--00012_300_600,7.3200625,id11111/G2QZRjUB_VM/00012.wav,48000,96000,id11111,1.0
1742732,id10169--NULypZ8NIUA--00004_0_300,7.2800625,id10169/NULypZ8NIUA/00004.wav,0,48000,id10169,1.0
2158550,id10393--JhbyTN4ivRg--00001_300_600,9.6800625,id10393/JhbyTN4ivRg/00001.wav,48000,96000,id10393,1.0
1804856,id10717--Xqq9mAyYyMo--00005_3000_3300,33.5200625,id10717/Xqq9mAyYyMo/00005.wav,480000,528000,id10717,1.0
1024489,id10889--DxZaPGUIX50--00014_0_300,17.4000625,id10889/DxZaPGUIX50/00014.wav,0,48000,id10889,1.0
581592,id10429--qKM9EwcfLsw--00004_900_1200,18.6000625,id10429/qKM9EwcfLsw/00004.wav,144000,192000,id10429,1.0
1939904,id11087--o0PudKIBoJs--00006_300_600,12.5600625,id11087/o0PudKIBoJs/00006.wav,48000,96000,id11087,1.0
1329919,id11178--E-jaSlMj7wQ--00013_0_300,11.5200625,id11178/E-jaSlMj7wQ/00013.wav,0,48000,id11178,1.0
1314057,id10107--QFy87tFTZwY--00002_0_300,4.0000625,id10107/QFy87tFTZwY/00002.wav,0,48000,id10107,1.0
1337023,id10110--CtxcwK7C1mE--00002_0_300,4.2400625,id10110/CtxcwK7C1mE/00002.wav,0,48000,id10110,1.0
1930305,id11218--g5BMtwdZgW0--00001_300_600,11.8000625,id11218/g5BMtwdZgW0/00001.wav,48000,96000,id11218,1.0
1669257,id10741--OzoaS8Y07ao--00003_300_600,6.2000625,id10741/OzoaS8Y07ao/00003.wav,48000,96000,id10741,1.0
241896,id11184--bGu1BgwLklU--00001_0_300,6.2800625,id11184/bGu1BgwLklU/00001.wav,0,48000,id11184,1.0
1185594,id10955--K38Ya_Sag_g--00004_0_300,7.7600625,id10955/K38Ya_Sag_g/00004.wav,0,48000,id10955,1.0
1798729,id10728--0qk49kcwGUw--00003_2700_3000,33.9200625,id10728/0qk49kcwGUw/00003.wav,432000,480000,id10728,1.0
71012,id11004--jUNuii-d-EI--00003_300_600,6.6800625,id11004/jUNuii-d-EI/00003.wav,48000,96000,id11004,1.0
1216504,id10661--2YigrNFMZVg--00013_300_600,7.2400625,id10661/2YigrNFMZVg/00013.wav,48000,96000,id10661,1.0
2175570,id10973--CwXXFrjmfAY--00005_600_900,10.4000625,id10973/CwXXFrjmfAY/00005.wav,96000,144000,id10973,1.0
303678,id10704--IQa3kkKNtgA--00010_0_300,7.8800625,id10704/IQa3kkKNtgA/00010.wav,0,48000,id10704,1.0
132639,id10907--CzidftOsE5c--00027_0_300,5.8400625,id10907/CzidftOsE5c/00027.wav,0,48000,id10907,1.0
277322,id11249--lp5J6FWuvyk--00007_0_300,4.7600625,id11249/lp5J6FWuvyk/00007.wav,0,48000,id11249,1.0
2185925,id11025--pM7Rzh1uibs--00004_0_300,5.1200625,id11025/pM7Rzh1uibs/00004.wav,0,48000,id11025,1.0
128742,id10574--YsoPSxqcTYM--00007_0_300,7.6400625,id10574/YsoPSxqcTYM/00007.wav,0,48000,id10574,1.0
1847806,id11022--ifDD4o-0JFw--00007_300_600,7.8800625,id11022/ifDD4o-0JFw/00007.wav,48000,96000,id11022,1.0
1964839,id11024--LT16_SZUEUA--00011_0_300,35.5200625,id11024/LT16_SZUEUA/00011.wav,0,48000,id11024,1.0
911273,id10737--Nzxz_3Q-y7E--00006_0_300,11.2000625,id10737/Nzxz_3Q-y7E/00006.wav,0,48000,id10737,1.0
1125696,id10715--95D3xoYVIKw--00003_0_300,6.2400625,id10715/95D3xoYVIKw/00003.wav,0,48000,id10715,1.0
1814976,id10630--W9u9Wg3GvYg--00001_300_600,18.4800625,id10630/W9u9Wg3GvYg/00001.wav,48000,96000,id10630,1.0
1200384,id10486--wi1172et_98--00022_0_300,11.8000625,id10486/wi1172et_98/00022.wav,0,48000,id10486,1.0
454602,id10205--QSCFgv9JV7U--00031_0_300,7.5200625,id10205/QSCFgv9JV7U/00031.wav,0,48000,id10205,1.0
1606103,id11239--jwJMy9PleXg--00005_0_300,10.5200625,id11239/jwJMy9PleXg/00005.wav,0,48000,id11239,1.0
1172723,id10158--9w4Pg050urw--00001_300_600,11.5200625,id10158/9w4Pg050urw/00001.wav,48000,96000,id10158,1.0
693358,id10034--HOaOvo6tJEc--00001_0_300,6.1600625,id10034/HOaOvo6tJEc/00001.wav,0,48000,id10034,1.0
314895,id11120--e7-WQtSfhZ8--00021_300_600,10.4000625,id11120/e7-WQtSfhZ8/00021.wav,48000,96000,id11120,1.0
1549554,id10630--codgtqUEAbc--00002_0_300,5.6400625,id10630/codgtqUEAbc/00002.wav,0,48000,id10630,1.0
1847714,id10906--qRoV_vwJNj0--00004_300_600,6.7200625,id10906/qRoV_vwJNj0/00004.wav,48000,96000,id10906,1.0
2040022,id10140--Xl1y-ZzITaU--00004_600_900,9.1600625,id10140/Xl1y-ZzITaU/00004.wav,96000,144000,id10140,1.0
1352561,id11072--yucQVmiYnYk--00005_600_900,9.8800625,id11072/yucQVmiYnYk/00005.wav,96000,144000,id11072,1.0
54538,id10986--6SBGrr4iFp0--00038_0_300,5.1200625,id10986/6SBGrr4iFp0/00038.wav,0,48000,id10986,1.0
1256994,id10045--FdYLFLTY-5Q--00046_300_600,7.2000625,id10045/FdYLFLTY-5Q/00046.wav,48000,96000,id10045,1.0
670286,id10089--8Mig2MYKHQc--00001_0_300,4.8400625,id10089/8Mig2MYKHQc/00001.wav,0,48000,id10089,1.0
976544,id10615--XYhEWblIfto--00001_0_300,6.5200625,id10615/XYhEWblIfto/00001.wav,0,48000,id10615,1.0
1701249,id10864--TnHpZXrLNBI--00017_300_600,14.8000625,id10864/TnHpZXrLNBI/00017.wav,48000,96000,id10864,1.0
1343433,id10331--mTAlUFzJ3jQ--00011_1500_1800,21.5600625,id10331/mTAlUFzJ3jQ/00011.wav,240000,288000,id10331,1.0
651283,id10703--o_f4H3CSYWI--00002_0_300,5.2400625,id10703/o_f4H3CSYWI/00002.wav,0,48000,id10703,1.0
1798346,id10362--P7pieyPJlqQ--00001_600_900,10.9600625,id10362/P7pieyPJlqQ/00001.wav,96000,144000,id10362,1.0
1639610,id11073--YGaZty9KOGk--00014_0_300,7.4400625,id11073/YGaZty9KOGk/00014.wav,0,48000,id11073,1.0
1751205,id11200--jFxs_TdRCI0--00008_0_300,9.6800625,id11200/jFxs_TdRCI0/00008.wav,0,48000,id11200,1.0
1146618,id11224--_Ud4eroQEwU--00003_300_600,9.0000625,id11224/_Ud4eroQEwU/00003.wav,48000,96000,id11224,1.0
350800,id10527--KBT5KAOsF2s--00003_300_600,13.7200625,id10527/KBT5KAOsF2s/00003.wav,48000,96000,id10527,1.0
1041873,id10833--NimRDH-Rr6Y--00002_0_300,4.7600625,id10833/NimRDH-Rr6Y/00002.wav,0,48000,id10833,1.0
1943911,id11150--_gqH11CZpRs--00020_0_300,6.8000625,id11150/_gqH11CZpRs/00020.wav,0,48000,id11150,1.0
1499628,id10224--LRY_3UWNNl4--00003_0_300,25.6000625,id10224/LRY_3UWNNl4/00003.wav,0,48000,id10224,1.0
476964,id11017--tFm2AqBYME8--00001_300_600,10.4000625,id11017/tFm2AqBYME8/00001.wav,48000,96000,id11017,1.0
594987,id10862--Bi5KXsnagfk--00007_300_600,19.4800625,id10862/Bi5KXsnagfk/00007.wav,48000,96000,id10862,1.0
741485,id10729--yjcw5ySDvUY--00001_300_600,36.8000625,id10729/yjcw5ySDvUY/00001.wav,48000,96000,id10729,1.0
265507,id10473--BrIR6SMMPtg--00004_0_300,4.0400625,id10473/BrIR6SMMPtg/00004.wav,0,48000,id10473,1.0
809619,id11113--OyNLreYlX9s--00004_600_900,24.8800625,id11113/OyNLreYlX9s/00004.wav,96000,144000,id11113,1.0
466071,id10756--3xOseyV7srA--00003_900_1200,14.8000625,id10756/3xOseyV7srA/00003.wav,144000,192000,id10756,1.0
2310811,id10088--g7uHCPsLHOE--00001_300_600,7.5600625,id10088/g7uHCPsLHOE/00001.wav,48000,96000,id10088,1.0
1341041,id10527--Jy7A9wG1iGM--00010_2100_2400,29.9200625,id10527/Jy7A9wG1iGM/00010.wav,336000,384000,id10527,1.0
127878,id10635--9DVX_4LZ-D4--00040_1500_1800,18.8000625,id10635/9DVX_4LZ-D4/00040.wav,240000,288000,id10635,1.0
962073,id11045--jRnvI2wPofE--00015_900_1200,28.5600625,id11045/jRnvI2wPofE/00015.wav,144000,192000,id11045,1.0
232805,id10327--k_BzHVq5qg4--00006_0_300,5.8400625,id10327/k_BzHVq5qg4/00006.wav,0,48000,id10327,1.0
2071520,id11197--XWn0xxfOius--00005_300_600,21.4800625,id11197/XWn0xxfOius/00005.wav,48000,96000,id11197,1.0
2230936,id10149--NsP8zelycnA--00005_0_300,6.5200625,id10149/NsP8zelycnA/00005.wav,0,48000,id10149,1.0
1073675,id10787--ng8c7aFiW0Y--00003_0_300,8.9200625,id10787/ng8c7aFiW0Y/00003.wav,0,48000,id10787,1.0
714876,id11129--ppT3HxKXlZ4--00002_300_600,7.7600625,id11129/ppT3HxKXlZ4/00002.wav,48000,96000,id11129,1.0
1417576,id10503--WGRRruByjho--00001_300_600,7.7600625,id10503/WGRRruByjho/00001.wav,48000,96000,id10503,1.0
1887314,id10369--6POKNa7L3uM--00002_0_300,11.8400625,id10369/6POKNa7L3uM/00002.wav,0,48000,id10369,1.0
1391176,id10438--D-MxmWfoJ7k--00004_0_300,4.7200625,id10438/D-MxmWfoJ7k/00004.wav,0,48000,id10438,1.0
45082,id10004--IEV-I9f21ns--00003_0_300,16.8800625,id10004/IEV-I9f21ns/00003.wav,0,48000,id10004,1.0
985553,id10539--ssFfrN2NQxA--00008_900_1200,13.2400625,id10539/ssFfrN2NQxA/00008.wav,144000,192000,id10539,1.0
1871660,id10210--wCy39uKckNo--00003_300_600,9.3600625,id10210/wCy39uKckNo/00003.wav,48000,96000,id10210,1.0
1731737,id11244--baXSnp3NMjs--00007_600_900,32.6800625,id11244/baXSnp3NMjs/00007.wav,96000,144000,id11244,1.0
334888,id10410--jfvjTxPfmBg--00001_300_600,14.7600625,id10410/jfvjTxPfmBg/00001.wav,48000,96000,id10410,1.0
33905,id10583--AfPv4Jhk2NQ--00001_0_300,5.7200625,id10583/AfPv4Jhk2NQ/00001.wav,0,48000,id10583,1.0
1965754,id10071--DbTfqPA44vk--00007_0_300,10.0000625,id10071/DbTfqPA44vk/00007.wav,0,48000,id10071,1.0
1583767,id11087--q7xxJIiRNoM--00048_0_300,33.8800625,id11087/q7xxJIiRNoM/00048.wav,0,48000,id11087,1.0
1417819,id10953--BvTddcHFWwY--00010_2100_2400,38.3600625,id10953/BvTddcHFWwY/00010.wav,336000,384000,id10953,1.0
844551,id10429--5qR7KdWdbaU--00009_0_300,8.2000625,id10429/5qR7KdWdbaU/00009.wav,0,48000,id10429,1.0
1888377,id10328--hXxRwxti6pE--00002_0_300,5.8000625,id10328/hXxRwxti6pE/00002.wav,0,48000,id10328,1.0
310763,id10513--cNKDSeXivmQ--00014_0_300,11.3200625,id10513/cNKDSeXivmQ/00014.wav,0,48000,id10513,1.0
1876943,id10935--ETDT0kqfjfA--00050_300_600,9.8800625,id10935/ETDT0kqfjfA/00050.wav,48000,96000,id10935,1.0
464212,id10607--I5FtkBOzgns--00003_0_300,8.4000625,id10607/I5FtkBOzgns/00003.wav,0,48000,id10607,1.0
820505,id11209--K97Yo5gYzp4--00020_0_300,5.4400625,id11209/K97Yo5gYzp4/00020.wav,0,48000,id11209,1.0
278442,id11111--G2QZRjUB_VM--00238_300_600,7.1200625,id11111/G2QZRjUB_VM/00238.wav,48000,96000,id11111,1.0
982520,id10750--3oqzMfP3xTU--00007_0_300,4.4400625,id10750/3oqzMfP3xTU/00007.wav,0,48000,id10750,1.0
2218680,id10386--LrBefvUxHsQ--00006_2100_2400,26.9600625,id10386/LrBefvUxHsQ/00006.wav,336000,384000,id10386,1.0
440105,id11146--aGP6xsaJVOM--00001_2400_2700,28.6400625,id11146/aGP6xsaJVOM/00001.wav,384000,432000,id11146,1.0
1856295,id10914--d3o1nZ-UsAs--00030_600_900,10.2800625,id10914/d3o1nZ-UsAs/00030.wav,96000,144000,id10914,1.0
1729804,id10870--b6QQVnu9J_o--00006_0_300,4.1600625,id10870/b6QQVnu9J_o/00006.wav,0,48000,id10870,1.0
1308096,id10943--diAboXwOsog--00001_0_300,4.2800625,id10943/diAboXwOsog/00001.wav,0,48000,id10943,1.0
1909640,id10996--iC3frQUkwfw--00009_300_600,7.4400625,id10996/iC3frQUkwfw/00009.wav,48000,96000,id10996,1.0
1169954,id10575--0ZXEm4Ey9o0--00009_600_900,12.1200625,id10575/0ZXEm4Ey9o0/00009.wav,96000,144000,id10575,1.0
926315,id10374--pgWIUNg8VI0--00006_300_600,13.2400625,id10374/pgWIUNg8VI0/00006.wav,48000,96000,id10374,1.0
2232211,id10198--oNwR9SfVoqk--00001_600_900,17.9200625,id10198/oNwR9SfVoqk/00001.wav,96000,144000,id10198,1.0
1293528,id10348--J5FZ35Ja3hQ--00009_1200_1500,22.3200625,id10348/J5FZ35Ja3hQ/00009.wav,192000,240000,id10348,1.0
125899,id10173--RLD3iBvILEo--00038_600_900,12.5600625,id10173/RLD3iBvILEo/00038.wav,96000,144000,id10173,1.0
44782,id10125--5cCOrJUBaug--00006_300_600,24.4000625,id10125/5cCOrJUBaug/00006.wav,48000,96000,id10125,1.0
125427,id11137--iGC6hsD1QB0--00012_0_300,17.2400625,id11137/iGC6hsD1QB0/00012.wav,0,48000,id11137,1.0
1933630,id10321--x6bYDSh6EQI--00006_300_600,8.6800625,id10321/x6bYDSh6EQI/00006.wav,48000,96000,id10321,1.0
610344,id10775--g63wDppY5lE--00004_0_300,11.2800625,id10775/g63wDppY5lE/00004.wav,0,48000,id10775,1.0
1945312,id10812--I5ZloXyoJeU--00018_0_300,6.7200625,id10812/I5ZloXyoJeU/00018.wav,0,48000,id10812,1.0
374688,id11234--r9xv1Mx0O-Y--00004_0_300,7.4000625,id11234/r9xv1Mx0O-Y/00004.wav,0,48000,id11234,1.0
313571,id11165--Lo85M34sDQM--00013_0_300,8.8000625,id11165/Lo85M34sDQM/00013.wav,0,48000,id11165,1.0
1367688,id10716--yKO2BD79hQ0--00007_900_1200,13.9200625,id10716/yKO2BD79hQ0/00007.wav,144000,192000,id10716,1.0
2264034,id10848--yE10PUOtORM--00008_0_300,5.5200625,id10848/yE10PUOtORM/00008.wav,0,48000,id10848,1.0
901469,id10826--CenPng7jAFo--00003_0_300,9.0800625,id10826/CenPng7jAFo/00003.wav,0,48000,id10826,1.0
775461,id10935--LQ5bZCXxWIQ--00002_0_300,10.8800625,id10935/LQ5bZCXxWIQ/00002.wav,0,48000,id10935,1.0
632214,id10870--EbOZhtLNLWk--00004_0_300,4.2000625,id10870/EbOZhtLNLWk/00004.wav,0,48000,id10870,1.0
1553713,id10922--89N4_lTCdow--00004_0_300,4.4800625,id10922/89N4_lTCdow/00004.wav,0,48000,id10922,1.0
167104,id10694--6cz3N6FwPgw--00004_300_600,8.2800625,id10694/6cz3N6FwPgw/00004.wav,48000,96000,id10694,1.0
1144534,id10884--8YZ50HP__34--00002_600_900,15.7200625,id10884/8YZ50HP__34/00002.wav,96000,144000,id10884,1.0
568971,id10342--3ZhGDxEhA6w--00001_1200_1500,28.8400625,id10342/3ZhGDxEhA6w/00001.wav,192000,240000,id10342,1.0
1769222,id10190--4LQvs_IAvRY--00006_300_600,14.3600625,id10190/4LQvs_IAvRY/00006.wav,48000,96000,id10190,1.0
828544,id11183--NeUuWO8UleE--00008_300_600,6.2000625,id11183/NeUuWO8UleE/00008.wav,48000,96000,id11183,1.0
943839,id10214--Q2E0FalJFLU--00013_0_300,10.6400625,id10214/Q2E0FalJFLU/00013.wav,0,48000,id10214,1.0
2040020,id10140--Xl1y-ZzITaU--00004_0_300,9.1600625,id10140/Xl1y-ZzITaU/00004.wav,0,48000,id10140,1.0
1718294,id10560--TI_gXkvlLGo--00006_0_300,16.8400625,id10560/TI_gXkvlLGo/00006.wav,0,48000,id10560,1.0
1466919,id10121--yE91nD2j0bQ--00033_300_600,14.4000625,id10121/yE91nD2j0bQ/00033.wav,48000,96000,id10121,1.0
1514671,id10143--ioty72DM3MQ--00004_600_900,13.4000625,id10143/ioty72DM3MQ/00004.wav,96000,144000,id10143,1.0
1478347,id11021--2-oTcAnX35w--00012_0_300,5.0000625,id11021/2-oTcAnX35w/00012.wav,0,48000,id11021,1.0
685325,id10529--ZfeJf3sunZE--00001_0_300,5.6400625,id10529/ZfeJf3sunZE/00001.wav,0,48000,id10529,1.0
600573,id10394--3jWYcc-hOmU--00007_0_300,12.1200625,id10394/3jWYcc-hOmU/00007.wav,0,48000,id10394,1.0
2062787,id10441--K0rFk0d1nOM--00003_0_300,8.5200625,id10441/K0rFk0d1nOM/00003.wav,0,48000,id10441,1.0
1781650,id10764--r7qsqKmv1L0--00001_600_900,9.1200625,id10764/r7qsqKmv1L0/00001.wav,96000,144000,id10764,1.0
1869269,id10764--UsTri23BawQ--00009_0_300,14.1200625,id10764/UsTri23BawQ/00009.wav,0,48000,id10764,1.0
2074295,id11183--nIZxVTu_1W8--00005_0_300,6.7600625,id11183/nIZxVTu_1W8/00005.wav,0,48000,id11183,1.0
2242142,id10358--spLGqpY9s3M--00005_0_300,28.2400625,id10358/spLGqpY9s3M/00005.wav,0,48000,id10358,1.0
545014,id11134--V80LvSl2FIE--00005_900_1200,13.8800625,id11134/V80LvSl2FIE/00005.wav,144000,192000,id11134,1.0
2337441,id10221--RBGhSDz2NZU--00029_900_1200,20.6800625,id10221/RBGhSDz2NZU/00029.wav,144000,192000,id10221,1.0
2311078,id10018--eckQg181kQY--00041_600_900,10.5200625,id10018/eckQg181kQY/00041.wav,96000,144000,id10018,1.0
1019224,id10975--n0V3Urny3CI--00006_0_300,7.3200625,id10975/n0V3Urny3CI/00006.wav,0,48000,id10975,1.0
2130413,id10032--YcV8RVlma98--00001_1200_1500,17.2400625,id10032/YcV8RVlma98/00001.wav,192000,240000,id10032,1.0
936793,id10197--5cu92kGSGCY--00062_0_300,4.4400625,id10197/5cu92kGSGCY/00062.wav,0,48000,id10197,1.0
93259,id10357--t4ivCDhpcvw--00011_0_300,4.4400625,id10357/t4ivCDhpcvw/00011.wav,0,48000,id10357,1.0
1603042,id10348--KIy0AGQSAJc--00001_0_300,8.0000625,id10348/KIy0AGQSAJc/00001.wav,0,48000,id10348,1.0
769396,id10757--2HoB8Hd1UEU--00005_300_600,14.2400625,id10757/2HoB8Hd1UEU/00005.wav,48000,96000,id10757,1.0
