wav,start,stop,spk_id,label
id10346/VPPAEzRvuas/00004.wav,0,48000,id10346,1.0
id11151/xet1nNhNIdQ/00003.wav,0,48000,id11151,1.0
id10702/VLwCZOjimf0/00001.wav,96000,144000,id10702,1.0
id10532/HhGAogrgF5E/00095.wav,48000,96000,id10532,1.0
id11050/gybyG1VqG-c/00001.wav,48000,96000,id11050,1.0
id10476/agQ0RfUEo14/00002.wav,96000,144000,id10476,1.0
id10054/TvenrEaieP4/00006.wav,48000,96000,id10054,1.0
id10597/LHbqHKCFTNY/00012.wav,0,48000,id10597,1.0
id10712/qAjQPFuwxIw/00001.wav,0,48000,id10712,1.0
id10878/E_T90bDDDxU/00007.wav,0,48000,id10878,1.0
id10979/ReNGN7x03Rs/00002.wav,0,48000,id10979,1.0
id10799/R9qN3ZBZ9zY/00001.wav,0,48000,id10799,1.0
id10935/Aj9jsh2G3j0/00018.wav,48000,96000,id10935,1.0
id10395/NOYKT8Jz3Tk/00011.wav,48000,96000,id10395,1.0
id10935/IsDHxbLR6fE/00004.wav,0,48000,id10935,1.0
id10703/buSvypnchSM/00029.wav,0,48000,id10703,1.0
id10712/VELx51wbgOo/00002.wav,0,48000,id10712,1.0
id10682/y1G7QZIKVas/00011.wav,0,48000,id10682,1.0
id11020/A10sGsrj9cM/00003.wav,0,48000,id11020,1.0
id10362/W1Qk0neZqmI/00013.wav,48000,96000,id10362,1.0
id10986/lFEBeMFuL_M/00080.wav,48000,96000,id10986,1.0
id10729/tHen_AnVFj8/00009.wav,96000,144000,id10729,1.0
id10725/iI3ie79ln4E/00003.wav,144000,192000,id10725,1.0
id10900/s5UAvWH9pSI/00012.wav,240000,288000,id10900,1.0
id11142/rwcyAxQGvIU/00005.wav,96000,144000,id11142,1.0
id10326/oENvS8mKreM/00031.wav,192000,240000,id10326,1.0
id10333/XlZo8MrGw4I/00013.wav,192000,240000,id10333,1.0
id10738/J8OJUhBI_ak/00008.wav,48000,96000,id10738,1.0
id11075/1NDVkgLU0YQ/00008.wav,0,48000,id11075,1.0
id10996/iC3frQUkwfw/00040.wav,0,48000,id10996,1.0
id10066/1m1C-CdhmZ0/00007.wav,0,48000,id10066,1.0
id10659/jl7nJnKaig8/00011.wav,0,48000,id10659,1.0
id10792/ZsgqSRRCVDg/00002.wav,48000,96000,id10792,1.0
id10762/i2SBmqNnvRw/00004.wav,0,48000,id10762,1.0
id10706/aCsiXrxJ3H0/00003.wav,0,48000,id10706,1.0
id10945/foRhVd7id9s/00005.wav,0,48000,id10945,1.0
id10956/h_vFlQ6YUAU/00022.wav,48000,96000,id10956,1.0
id10729/tHen_AnVFj8/00006.wav,0,48000,id10729,1.0
id10054/TvenrEaieP4/00005.wav,96000,144000,id10054,1.0
id11024/Zwlvrjkn6Ac/00005.wav,0,48000,id11024,1.0
id10466/_yqhw9OYHdM/00012.wav,0,48000,id10466,1.0
id10018/A-Q7SmHQT70/00006.wav,0,48000,id10018,1.0
id11076/CdUdGKQsY-c/00002.wav,96000,144000,id11076,1.0
id10885/vGgLTAf1VtY/00009.wav,144000,192000,id10885,1.0
id11239/CfVIwjPbuY4/00011.wav,96000,144000,id11239,1.0
id11167/oebcQl_9pT0/00003.wav,0,48000,id11167,1.0
id10567/0wahQ9RoF04/00008.wav,240000,288000,id10567,1.0
id10198/Y8MjZMcg5J8/00006.wav,144000,192000,id10198,1.0
id10466/_yqhw9OYHdM/00010.wav,0,48000,id10466,1.0
id10208/grMy4DxVtzA/00002.wav,0,48000,id10208,1.0
id10044/4SdeJs_Mxqc/00006.wav,0,48000,id10044,1.0
id11095/Z4M-Z0AYee8/00051.wav,0,48000,id11095,1.0
id10638/R8bAMlP08cc/00004.wav,48000,96000,id10638,1.0
id11082/iaK4auj0fmE/00001.wav,0,48000,id11082,1.0
id10551/2Der9HS5zf0/00007.wav,48000,96000,id10551,1.0
id10973/Kj9zim43rYw/00003.wav,48000,96000,id10973,1.0
id11047/rP0WtF0_jUM/00017.wav,1680000,1728000,id11047,1.0
id10031/CIipb6clpG8/00011.wav,0,48000,id10031,1.0
id10374/Dou-0d6tgqM/00016.wav,48000,96000,id10374,1.0
id11178/04xBAsZyUF0/00005.wav,48000,96000,id11178,1.0
id10241/BCvkayRlsbM/00006.wav,0,48000,id10241,1.0
id10625/HTGyw0cIJa8/00001.wav,48000,96000,id10625,1.0
id11038/qtGfPVX_2EY/00001.wav,0,48000,id11038,1.0
id10471/8zHTRCLGJFU/00002.wav,96000,144000,id10471,1.0
id11152/9Ks2ZcXjIXw/00001.wav,96000,144000,id11152,1.0
id11154/tD1IPtYqpXg/00001.wav,0,48000,id11154,1.0
id10494/esjxfXCELsg/00012.wav,0,48000,id10494,1.0
id10219/H09xAD9J8HE/00018.wav,0,48000,id10219,1.0
id11135/_ZDNoW_f2qk/00002.wav,0,48000,id11135,1.0
id10343/yBAUUw9ovKw/00022.wav,96000,144000,id10343,1.0
id10355/G0tMaDPU1h0/00001.wav,0,48000,id10355,1.0
id10191/cPHLj4oKxIs/00003.wav,0,48000,id10191,1.0
id10787/D3mnjy9XmZc/00015.wav,96000,144000,id10787,1.0
id11141/YeUSsFypba8/00012.wav,288000,336000,id11141,1.0
id10548/BePzrXLRLOk/00012.wav,48000,96000,id10548,1.0
id11084/agUwQ8Vz2hA/00002.wav,0,48000,id11084,1.0
id11130/tXutBWbk5Mw/00006.wav,0,48000,id11130,1.0
id11088/Q0YU_S7jFhA/00061.wav,240000,288000,id11088,1.0
id10956/h_vFlQ6YUAU/00013.wav,0,48000,id10956,1.0
id11038/qtGfPVX_2EY/00006.wav,48000,96000,id11038,1.0
id11098/N0lAbk-VYHc/00008.wav,96000,144000,id11098,1.0
id10009/sQIqfA-I_Ew/00013.wav,48000,96000,id10009,1.0
id10907/uTMNI7ka2oY/00010.wav,0,48000,id10907,1.0
id11004/Qq_ncaVFAMs/00156.wav,48000,96000,id11004,1.0
id10969/6hS7a-KxXHU/00001.wav,0,48000,id10969,1.0
id10765/75chAHzoPYw/00002.wav,192000,240000,id10765,1.0
id10744/3kG8bWqD8o8/00007.wav,0,48000,id10744,1.0
id10097/CrUpSXxGEXs/00007.wav,144000,192000,id10097,1.0
id10935/mWJdkw1O6mw/00002.wav,48000,96000,id10935,1.0
id10484/GMwBycbefP0/00005.wav,0,48000,id10484,1.0
id10976/RqbzGi9ZrqA/00005.wav,48000,96000,id10976,1.0
id11166/2ZBmCoHGZ8k/00009.wav,0,48000,id11166,1.0
id10996/iC3frQUkwfw/00023.wav,0,48000,id10996,1.0
id10002/QanuGhOhb9A/00019.wav,0,48000,id10002,1.0
id10210/oFPwYvORCgg/00001.wav,48000,96000,id10210,1.0
id10087/_2wZVvsQYFg/00002.wav,144000,192000,id10087,1.0
id10478/Jb_HWf5_2E0/00002.wav,0,48000,id10478,1.0
id11112/fZw1Ux0WarU/00002.wav,0,48000,id11112,1.0
id10873/WcLzSLJ8RB8/00068.wav,96000,144000,id10873,1.0
id10009/7hpSiT9_gCE/00001.wav,48000,96000,id10009,1.0
id10410/cKYTZp8y3Ao/00026.wav,48000,96000,id10410,1.0
id10611/7_ZlkxpOTsY/00033.wav,0,48000,id10611,1.0
id10170/e7Xg-PV1UlE/00001.wav,48000,96000,id10170,1.0
id10111/rwN0Jpxfi44/00004.wav,0,48000,id10111,1.0
id10935/ETDT0kqfjfA/00058.wav,48000,96000,id10935,1.0
id10108/tqdtbBSd4HI/00038.wav,0,48000,id10108,1.0
id10533/yW4-PafmcZw/00009.wav,48000,96000,id10533,1.0
id10639/MtrDi8_Q0bI/00001.wav,0,48000,id10639,1.0
id10651/75JMuxdGvH4/00011.wav,48000,96000,id10651,1.0
id10052/_cJKlfHFAlw/00003.wav,48000,96000,id10052,1.0
id10800/hffIVibbE-o/00009.wav,96000,144000,id10800,1.0
id11099/0Wmbm5f50OA/00017.wav,48000,96000,id11099,1.0
id10360/PCG-t59o9F0/00010.wav,144000,192000,id10360,1.0
id10783/4MYvYQk3oLU/00004.wav,336000,384000,id10783,1.0
id10262/nJw-OI7Wrcs/00002.wav,0,48000,id10262,1.0
id11070/LSDbLvp7Y54/00001.wav,48000,96000,id11070,1.0
id10204/Vvyi8Od56aU/00002.wav,0,48000,id10204,1.0
id11008/emIgg16KoJc/00024.wav,0,48000,id11008,1.0
id10899/1rnhSF2-5TY/00013.wav,0,48000,id10899,1.0
id10058/MV4B_V28-j8/00005.wav,0,48000,id10058,1.0
id10603/zTGQDNbr2Iw/00007.wav,0,48000,id10603,1.0
id11224/r5aBZ6SIzR8/00003.wav,144000,192000,id11224,1.0
id10385/puxVc_XHG-I/00001.wav,0,48000,id10385,1.0
id10965/OHDRhzSfICk/00012.wav,48000,96000,id10965,1.0
id10029/6gC4DEnwYkY/00004.wav,0,48000,id10029,1.0
id10088/cuiG8oXZGJg/00010.wav,0,48000,id10088,1.0
id10392/Mmklviakbm4/00007.wav,0,48000,id10392,1.0
id10348/0AMSf9LTldw/00018.wav,192000,240000,id10348,1.0
id10444/BRXBzu1qo5I/00003.wav,0,48000,id10444,1.0
id10515/GCVkZGnV53A/00027.wav,0,48000,id10515,1.0
id10377/kRXmFPuGAo4/00002.wav,96000,144000,id10377,1.0
id11140/gm88bh5Bvf8/00018.wav,96000,144000,id11140,1.0
id10931/SaheKgaAqyE/00004.wav,48000,96000,id10931,1.0
id10201/kd-mJw-BoLw/00011.wav,48000,96000,id10201,1.0
id10700/YhV39sDmDYA/00009.wav,192000,240000,id10700,1.0
id10192/L1Ltxf1NeL8/00003.wav,96000,144000,id10192,1.0
id10388/pBnUi0uiM7Q/00028.wav,48000,96000,id10388,1.0
id10046/KyjpncepVuM/00005.wav,0,48000,id10046,1.0
id10440/Cg8ntpOHVzw/00022.wav,0,48000,id10440,1.0
id10238/WKx8aI3eRtY/00014.wav,0,48000,id10238,1.0
id10759/tuR2knZuzB4/00010.wav,144000,192000,id10759,1.0
id10948/dn1JNgHzyZg/00008.wav,48000,96000,id10948,1.0
id10982/Kqw2WdcsBDc/00011.wav,0,48000,id10982,1.0
id10929/oqXMQjSCn54/00004.wav,0,48000,id10929,1.0
id10685/tVQv5Zxmhxg/00004.wav,48000,96000,id10685,1.0
id10839/9Rg_q0gWSJE/00012.wav,48000,96000,id10839,1.0
id10892/6sXoJmhGbVE/00013.wav,144000,192000,id10892,1.0
id11041/GphJ3zql_no/00007.wav,0,48000,id11041,1.0
id10539/VtnmxV11tu8/00007.wav,0,48000,id10539,1.0
id10954/8J1CnIq9uIo/00053.wav,240000,288000,id10954,1.0
id10627/G1ObYj3mfAo/00009.wav,96000,144000,id10627,1.0
id11234/V8V_5kFvKBI/00009.wav,0,48000,id11234,1.0
id10332/5BK6NhlLupE/00001.wav,0,48000,id10332,1.0
id11078/9IY8Jel5T3Q/00003.wav,0,48000,id11078,1.0
id10702/_N_uPFhkeXc/00008.wav,0,48000,id10702,1.0
id10986/w7DmOHDIMQ8/00079.wav,96000,144000,id10986,1.0
id10867/6KXf1QT9GC0/00041.wav,48000,96000,id10867,1.0
id10624/Cgiaj3fK5w0/00007.wav,96000,144000,id10624,1.0
id10254/apDg32BG4RI/00019.wav,0,48000,id10254,1.0
id10994/XaVwSgiNzYw/00002.wav,0,48000,id10994,1.0
id10353/fTCh4vOe2cE/00004.wav,0,48000,id10353,1.0
id10743/R-zmdjPiXYA/00011.wav,0,48000,id10743,1.0
id10332/5BK6NhlLupE/00003.wav,144000,192000,id10332,1.0
id10801/Ck_hnVs1rQU/00010.wav,0,48000,id10801,1.0
id11227/4tnvPLH7J-0/00007.wav,96000,144000,id11227,1.0
id10722/PzDNzFN1ja8/00002.wav,48000,96000,id10722,1.0
id10892/fx8OhLyVHsY/00002.wav,96000,144000,id10892,1.0
id11197/m5okvj737Bo/00014.wav,0,48000,id11197,1.0
id10758/DCMWL-rM_jY/00009.wav,0,48000,id10758,1.0
id10790/3uNEf8wV728/00010.wav,48000,96000,id10790,1.0
id10570/zl1Jh2Jmrng/00002.wav,48000,96000,id10570,1.0
id10986/Vzqmi3MAixQ/00123.wav,96000,144000,id10986,1.0
id10268/_k-FScI0YUE/00016.wav,0,48000,id10268,1.0
id10946/CSMzcozTg08/00006.wav,432000,480000,id10946,1.0
id10096/5Ciy1E1gYRc/00082.wav,96000,144000,id10096,1.0
id10586/tf35jUK3IqU/00031.wav,0,48000,id10586,1.0
id10662/GvipAuNA_Xs/00008.wav,96000,144000,id10662,1.0
id10639/m_ZkQ83ffeU/00007.wav,0,48000,id10639,1.0
id11075/VD6MN4yRVpI/00004.wav,48000,96000,id11075,1.0
id10431/jYjZ8jSyRhg/00001.wav,0,48000,id10431,1.0
id10226/8x6DgL2yLfQ/00005.wav,0,48000,id10226,1.0
id10236/0CDDELdWqq4/00013.wav,48000,96000,id10236,1.0
id11068/6NfJJn3_Lo4/00018.wav,96000,144000,id11068,1.0
id10856/cNvo7HjL8ys/00059.wav,48000,96000,id10856,1.0
id10358/spLGqpY9s3M/00005.wav,96000,144000,id10358,1.0
id10235/MTHJaGEJ_L8/00007.wav,48000,96000,id10235,1.0
id10108/gCLMDAsEsUM/00022.wav,0,48000,id10108,1.0
id10451/4TOY2gq_C6E/00002.wav,144000,192000,id10451,1.0
id11043/5oxWHLVZP-w/00002.wav,96000,144000,id11043,1.0
id10343/DbN5tyZ5IvE/00007.wav,0,48000,id10343,1.0
id10629/xvHvCh2iT8s/00008.wav,0,48000,id10629,1.0
id10128/GXCBxopWtAU/00001.wav,0,48000,id10128,1.0
id10246/ojc6G1jqXOU/00002.wav,48000,96000,id10246,1.0
id10181/G5cFD0tTNms/00002.wav,192000,240000,id10181,1.0
id10245/ThkwcuUBIqk/00012.wav,48000,96000,id10245,1.0
id10954/ncLow-z_gvE/00004.wav,192000,240000,id10954,1.0
id11181/SZaaaWjpZA4/00005.wav,48000,96000,id11181,1.0
id10231/eNRDbuJ-D6I/00003.wav,96000,144000,id10231,1.0
id11207/MbxZjzjqZoo/00005.wav,48000,96000,id11207,1.0
id10118/Zwlvrjkn6Ac/00003.wav,48000,96000,id10118,1.0
id11067/UMUTDdFRs98/00026.wav,96000,144000,id11067,1.0
id11243/ZCY9rFPmLkE/00022.wav,0,48000,id11243,1.0
id10855/p4X5vKRsRME/00008.wav,48000,96000,id10855,1.0
id10943/7_h0_dHd7_w/00005.wav,0,48000,id10943,1.0
id10945/J9nV0a7yHJo/00020.wav,0,48000,id10945,1.0
id10121/H8LJyz5oDeg/00014.wav,0,48000,id10121,1.0
id10061/9ULTOXn2tKY/00010.wav,48000,96000,id10061,1.0
id11166/ZLUG261s9R4/00007.wav,144000,192000,id11166,1.0
id10725/QIxLQGFAL5I/00003.wav,0,48000,id10725,1.0
id10914/qNHY7j8uIdc/00008.wav,96000,144000,id10914,1.0
id10386/E_oQ-zEqGv0/00002.wav,0,48000,id10386,1.0
id10900/1BvC4Ge-GKU/00002.wav,96000,144000,id10900,1.0
id10014/70z-Im2hzlg/00001.wav,48000,96000,id10014,1.0
id11226/oIy4wXHJhWo/00002.wav,0,48000,id11226,1.0
id10471/a6b0UyRPP2g/00011.wav,0,48000,id10471,1.0
id10404/N4q9dIbw68Y/00001.wav,0,48000,id10404,1.0
id10586/cPwwmPTC_V0/00008.wav,240000,288000,id10586,1.0
id10390/uWZRSkqJ--g/00025.wav,96000,144000,id10390,1.0
id10409/L9J3ZProgGw/00008.wav,0,48000,id10409,1.0
id10856/cNvo7HjL8ys/00044.wav,48000,96000,id10856,1.0
id10884/TrSRgOom4qE/00014.wav,336000,384000,id10884,1.0
id10983/iVmWnFdRd4I/00001.wav,0,48000,id10983,1.0
id10089/pl31wt3AyNE/00001.wav,0,48000,id10089,1.0
id11194/czRkyfPoX0Q/00002.wav,0,48000,id11194,1.0
id10376/ECmcX_oSBIE/00003.wav,144000,192000,id10376,1.0
id10429/qKM9EwcfLsw/00002.wav,96000,144000,id10429,1.0
id10044/SqcVSYOisPw/00007.wav,48000,96000,id10044,1.0
id11154/ONzy815YEhA/00015.wav,0,48000,id11154,1.0
id11159/x9LPCMsUS-g/00002.wav,0,48000,id11159,1.0
id10135/i4GAik0qGgc/00007.wav,0,48000,id10135,1.0
id10416/whHBCQl4Vng/00004.wav,0,48000,id10416,1.0
id10919/MxmlYI9TyGU/00017.wav,48000,96000,id10919,1.0
id10252/vlSgvSve8lw/00007.wav,0,48000,id10252,1.0
id10629/5Asu7EWQ5d8/00022.wav,0,48000,id10629,1.0
id11247/tfJ6lJJms2I/00002.wav,0,48000,id11247,1.0
id10137/htj770-Nxug/00002.wav,48000,96000,id10137,1.0
id11065/0inAstV8aBM/00003.wav,240000,288000,id11065,1.0
id10564/JMknwC_fPkU/00028.wav,48000,96000,id10564,1.0
id10361/FMvg8XWDp3w/00014.wav,0,48000,id10361,1.0
id10071/oX1eeCS7gsE/00012.wav,48000,96000,id10071,1.0
id11032/QuqHNhffbRs/00005.wav,288000,336000,id11032,1.0
id10941/b8G3qvQqc18/00017.wav,144000,192000,id10941,1.0
id11011/gfBSY2PH5tc/00003.wav,48000,96000,id11011,1.0
id10657/WATqKr1KnJk/00001.wav,0,48000,id10657,1.0
id10715/9VPK7BusHDI/00001.wav,0,48000,id10715,1.0
id10372/tM0Egax9hpg/00010.wav,144000,192000,id10372,1.0
id11042/Gq5HrgnqlK8/00018.wav,96000,144000,id11042,1.0
id10441/7MxL6u4jLHA/00007.wav,96000,144000,id10441,1.0
id10534/HMxbOmBS1b0/00001.wav,48000,96000,id10534,1.0
id10941/LOMuDrC-yKw/00016.wav,96000,144000,id10941,1.0
id10625/IiGyp9K0AZk/00021.wav,0,48000,id10625,1.0
id10906/g1AzQZ4iC28/00001.wav,48000,96000,id10906,1.0
id10744/SY8uvIAIT4E/00073.wav,144000,192000,id10744,1.0
id10646/voU2UKUeRbU/00003.wav,0,48000,id10646,1.0
id10200/kMyh9kSFhL8/00004.wav,0,48000,id10200,1.0
id10610/Qma3fuO7FVk/00002.wav,0,48000,id10610,1.0
id11017/Yq9vqJ5aQsc/00001.wav,48000,96000,id11017,1.0
id10635/x4VsJEHwMTE/00013.wav,0,48000,id10635,1.0
id10648/GPt5nbr9x6E/00001.wav,0,48000,id10648,1.0
id10539/z-7C6WRL46c/00053.wav,48000,96000,id10539,1.0
id10846/LHM7hGGyBHg/00007.wav,0,48000,id10846,1.0
id10786/bW6NQ7_tDTs/00034.wav,0,48000,id10786,1.0
id10139/TtnKPwXRefo/00008.wav,0,48000,id10139,1.0
id10359/m5iRAw9_akg/00003.wav,96000,144000,id10359,1.0
id10997/m8lP05e5N1A/00003.wav,288000,336000,id10997,1.0
id10350/wC8Y_3CfWYY/00002.wav,48000,96000,id10350,1.0
id10120/li4SFwdLUos/00002.wav,0,48000,id10120,1.0
id10168/0H_qR6gyCw4/00006.wav,48000,96000,id10168,1.0
id10972/pYEDsqifqt4/00003.wav,96000,144000,id10972,1.0
id10470/kHx66YHzmYA/00001.wav,0,48000,id10470,1.0
id10260/xw9f4hGyXyQ/00002.wav,0,48000,id10260,1.0
id11090/slMZNCBiTYg/00007.wav,48000,96000,id11090,1.0
id10685/ZoNuup6qheA/00001.wav,0,48000,id10685,1.0
id10880/5YC_6r-NVXA/00008.wav,0,48000,id10880,1.0
id11105/ETPYe6LEOIo/00016.wav,48000,96000,id11105,1.0
id10946/tAhRo2OpM2E/00002.wav,0,48000,id10946,1.0
id10610/d2D-D52VGOA/00002.wav,96000,144000,id10610,1.0
id10773/E7jH1Vpswb0/00004.wav,96000,144000,id10773,1.0
id10969/BZkN7jVJrcg/00002.wav,192000,240000,id10969,1.0
id10917/cAk31IW1GZI/00005.wav,0,48000,id10917,1.0
id10348/ydO2ZO-6-yU/00011.wav,144000,192000,id10348,1.0
id11216/EVgSJ-w8RvE/00014.wav,96000,144000,id11216,1.0
id10743/CtJgyIilJAQ/00069.wav,48000,96000,id10743,1.0
id10872/w7CfqmaKgn0/00003.wav,48000,96000,id10872,1.0
id10536/NLhqoxMWWpg/00020.wav,0,48000,id10536,1.0
id10397/uw4TsuWHBjE/00032.wav,192000,240000,id10397,1.0
id10068/mSqgYQVmXps/00012.wav,0,48000,id10068,1.0
id11028/3q4wGIYYxnU/00013.wav,144000,192000,id11028,1.0
id10052/MtILMSf68RY/00007.wav,192000,240000,id10052,1.0
id10535/tOCdtQl3jfw/00006.wav,336000,384000,id10535,1.0
id10044/VbvQ_Iy8Wwk/00004.wav,96000,144000,id10044,1.0
id10231/pbm-5KhWXlc/00001.wav,0,48000,id10231,1.0
id11142/h46xFUTOgcs/00004.wav,0,48000,id11142,1.0
id10757/Rgcly9rtyw0/00012.wav,720000,768000,id10757,1.0
id10986/xFTIClN5z70/00050.wav,192000,240000,id10986,1.0
id10771/OzVIw30Mle8/00005.wav,48000,96000,id10771,1.0
id10057/mANKKxQ3ncY/00004.wav,96000,144000,id10057,1.0
id10523/INDHEvoIDXQ/00001.wav,144000,192000,id10523,1.0
id10222/kCV1i3qhM38/00002.wav,0,48000,id10222,1.0
id11247/8fb605WBHYU/00008.wav,0,48000,id11247,1.0
id10233/JwQW8afmqUQ/00011.wav,0,48000,id10233,1.0
id10340/EBvnfqIOHwE/00005.wav,144000,192000,id10340,1.0
id10631/zWig265SViA/00007.wav,144000,192000,id10631,1.0
id10142/Sc6PCWA1kI0/00011.wav,96000,144000,id10142,1.0
id11031/eyXrm1x6nDw/00001.wav,0,48000,id11031,1.0
id10790/Cfqte1RN_D4/00007.wav,48000,96000,id10790,1.0
id10095/YOjB3bkUrUA/00003.wav,96000,144000,id10095,1.0
id10103/q2BoSBDt3qo/00028.wav,96000,144000,id10103,1.0
id10582/WeYhzluFuqM/00002.wav,192000,240000,id10582,1.0
id11137/iGC6hsD1QB0/00031.wav,0,48000,id11137,1.0
id11246/F8kg0LEuKCE/00006.wav,144000,192000,id11246,1.0
id10957/hcTds_fNQOQ/00001.wav,528000,576000,id10957,1.0
id10574/nf1FHengyjU/00005.wav,0,48000,id10574,1.0
id11226/kaIrB7_VDmg/00001.wav,0,48000,id11226,1.0
id10361/VO520qQCt1I/00022.wav,0,48000,id10361,1.0
id10448/XQmUqRg01k0/00002.wav,48000,96000,id10448,1.0
id10105/wrHyTrC37FQ/00089.wav,0,48000,id10105,1.0
id10388/IpEzNahtp2U/00005.wav,48000,96000,id10388,1.0
id10997/kzDj459isyI/00024.wav,0,48000,id10997,1.0
id10756/3xOseyV7srA/00003.wav,144000,192000,id10756,1.0
id11072/3PDUGcCmt4A/00006.wav,48000,96000,id11072,1.0
id10637/QuhY9sCgvt4/00006.wav,96000,144000,id10637,1.0
id10003/K5zRxtXc27s/00007.wav,0,48000,id10003,1.0
id10827/TEcDrsqajOA/00011.wav,48000,96000,id10827,1.0
id10055/uGUDLUhOmJU/00053.wav,0,48000,id10055,1.0
id10823/VjAhMRwQY6M/00019.wav,0,48000,id10823,1.0
id11206/REYyARrlYbI/00012.wav,48000,96000,id11206,1.0
id10447/y4Sr7FZ9i3Q/00003.wav,48000,96000,id10447,1.0
id11071/PMHMpcHg_YM/00017.wav,0,48000,id11071,1.0
